,matricola,nome,cognome,qualifica,dipartimento,data_assunzione,data_di_nascita,classe_laurea,data_laurea,classe_dottorato,data_dottorato
3797,541697,Rosalia,Crispi,Problem-solving and troubleshooting skills, Talent Management,2017-03-22 16:14:54,1997-10-27 05:10:30,Bachelor of Education (BEd),2023-06-01 15:25:26,,
3798,718629,Luisa,Toldo,Knowledge of industry-specific software or tools, International Business,2018-08-10 14:51:07,1995-07-20 15:46:41,Associate of Applied Science (AAS),2023-04-11 18:11:16,,
3799,469215,Gianluca,Filippelli,Experience with data privacy and security measures, Software Testing,2018-10-14 14:15:43,2000-10-20 12:34:13,,,,
3800,70834,Marcello,Squarcione,Strong understanding of change management principles, Business Development,2018-06-27 21:18:04,1999-07-23 10:57:43,Doctor of Philosophy (PhD),2020-09-04 16:45:07,,
3801,10568,Nicola,Bersani,Experience with data modeling and database management, Learning and Development,2022-10-30 20:39:46,1996-03-28 11:33:49,,,,
3802,764466,Annibale,Migliaccio,Knowledge of IT infrastructure and networking, Performance Management,2020-02-19 00:17:52,1997-11-17 00:14:55,Certificate in Project Management,2019-07-25 15:00:56,Communication Studies,2025-11-10 00:14:55.690999
3803,351722,Flora,Cherubini,Ability to work in a fast-paced environment, Content Creation,2017-04-05 11:24:38,1999-01-22 00:34:48,Certificate in Digital Marketing,2020-12-04 01:53:35,Anthropology,2027-01-15 00:34:48.437592
3804,342996,Sandro,Ferraris,Team player with strong collaboration abilities, Marketing,2022-12-26 05:21:04,1994-07-29 19:44:55,,,,
3805,56006,Alfio,Saraceno,Knowledge of industry-specific software or tools, Tax,2020-02-06 09:56:56,2000-12-21 07:47:11,Master of Education (MEd),2023-06-01 14:26:14,,
3806,994731,Galasso,Curci,Ability to develop and implement strategic plans, Supplier Relations,2021-06-13 22:38:40,2002-07-30 19:25:49,,,,
3807,526625,Giuseppe,Casale,Strong project coordination and scheduling skills, Corporate Governance,2018-05-26 06:30:11,1999-08-01 06:15:58,Master of Business Administration (MBA),2021-04-12 16:10:20,,
3808,948063,Dina,Tirabassi,Experience with customer experience (CX) design and optimization, Administration,2022-01-05 14:09:07,2001-11-06 18:20:33,,,,
3809,932011,Lucia,Armani,Experience with process mapping and workflow analysis, Strategic Partnerships,2022-09-22 07:25:41,1993-08-06 15:10:28,Certificate in Medical Assisting,2014-02-06 13:42:47,,
3810,758253,Raffaele,Luria,Knowledge of intellectual property laws and regulations, Performance Management,2019-08-03 13:16:59,2001-11-06 19:45:53,Master of Computer Science (MCS),2022-07-01 16:16:10,,
3811,766298,Filippa,Mercadante,"Knowledge of sustainability reporting frameworks (e.g., GRI)", Corporate Development,2016-02-27 00:56:06,2001-03-16 05:28:24,Certificate in Web Development,2022-04-27 21:30:50,,
3812,412755,Milo,Ottino,Experience with customer experience (CX) design and optimization, Intellectual Property,2017-04-13 04:03:46,1997-09-30 01:01:56,,,,
3813,109625,Torquato,Piane,Strong understanding of data governance principles, Workplace Culture,2015-12-03 03:44:31,1994-08-30 17:20:34,,,,
3814,861524,Massimiliano,Goldoni,Knowledge of organizational culture and employee engagement, International Business,2016-03-08 08:41:05,1994-10-15 22:55:43,Associate of Science (AS),2015-05-29 02:27:36,Business Administration,2022-10-20 20:16:13.000000
3815,301162,Gianluigi,Rosmini,Experience with customer experience (CX) design and optimization, Training and Development,2015-10-05 05:24:54,1996-10-21 19:08:01,,,,
3816,162434,Fiorino,Caironi,Knowledge of industry-specific software or tools, International Business,2017-08-14 02:49:46,2002-12-19 10:53:20,Associate of Applied Science (AAS),2023-03-17 03:58:08,,
3817,170315,Serafina,Guarana,Ability to develop and implement diversity and inclusion initiatives, Intellectual Property,2017-10-02 20:49:25,2002-05-13 12:25:36,,,,
3818,651171,Rolando,Gioberti,Knowledge of marketing strategies and techniques, Market Research,2015-09-02 09:47:41,1996-05-31 09:35:16,,,,
3819,117060,Rosaria,Bondumier,Experience with budget management, Facilities Management,2017-03-18 01:09:56,1994-02-02 05:25:42,Master of Nursing (MN),2020-10-12 08:52:15,Engineering,2023-05-23 18:50:37.000000
3820,706529,Raffaella,Paolucci,Knowledge of talent management and succession planning, Software Engineering,2017-02-17 08:45:50,1999-09-13 19:22:38,,,,
3821,417022,Ludovica,Guarato,Knowledge of agile software development methodologies, Market Research,2016-11-01 05:57:25,1995-12-16 01:07:33,Master of Fine Arts (MFA),2020-04-28 12:27:51,,
3822,730161,Clelia,Sraffa,Knowledge of agile software development methodologies, Training and Development,2022-02-14 17:05:51,2001-05-23 12:41:48,,,,
3823,970731,Caterina,Sommaruga,Knowledge of talent acquisition and recruitment strategies, Quality Assurance,2018-02-12 05:00:23,1995-03-22 20:31:58,Master of Business Administration (MBA),2016-03-15 04:58:04,,
3824,229380,Nicolò,Canetta,Ability to develop and implement diversity and inclusion initiatives, Human Resources,2022-12-30 17:55:03,1996-02-22 13:24:03,Bachelor of Computer Science (BCS),2019-07-17 23:32:01,,
3825,840531,Rosaria,Fagiani,Adaptability and flexibility, Corporate Training,2021-06-28 15:30:55,1997-07-14 02:24:03,Certificate in Graphic Design,2019-03-17 05:23:37,,
3826,22663,Isa,Zamengo,Strong understanding of data governance and data quality management, Cybersecurity,2015-11-14 11:57:56,2002-04-28 07:20:02,,,,
3827,512054,Pasqual,Scarpetta,Experience with process mapping and workflow analysis, Change Management,2019-02-18 01:04:43,1999-02-07 04:11:32,,,,
3828,613144,Marcantonio,Antelami,Strong project coordination and scheduling skills, Communications,2020-03-17 07:29:41,1998-03-17 19:28:42,,,,
3829,399729,Giulietta,Casini,Strong written and verbal communication skills, Data Science,2019-10-21 09:17:20,1998-11-13 03:25:51,Bachelor of Fine Arts (BFA),2023-01-17 06:34:52,Public Health,2026-11-06 03:25:51.974082
3830,729994,Ivo,Lollobrigida,Strong understanding of IT security and risk management, Administration,2019-10-19 08:22:42,2002-07-21 01:30:35,Master of Engineering (ME),2023-05-21 14:50:06,,
3831,697870,Patrizio,Filangieri,Strong attention to quality and accuracy, Project Management,2020-01-09 15:59:16,1994-07-24 13:25:23,,,,
3832,126045,Leonardo,Durante,Strong understanding of data visualization techniques, Training and Development,2020-06-30 22:52:28,1998-04-26 19:56:11,,,,
3833,59543,Cipriano,Cavanna,Experience with supply chain optimization and logistics, Manufacturing,2017-12-31 00:01:31,1999-05-21 16:40:24,Master of Education (MEd),2021-04-28 13:22:46,,
3834,392146,Lara,Stradivari,Strong understanding of data governance and data quality management, Corporate Social Responsibility,2018-07-05 21:04:45,1995-11-05 13:36:27,Master of Arts (MA),2020-07-11 15:07:50,,
3835,419540,Sophia,Tron,Leadership qualities, Regulatory Affairs,2021-01-28 21:57:05,2001-01-03 17:10:30,,,,
3836,850630,Fabrizia,Tartini,Experience with product lifecycle management, Market Research,2020-08-05 06:20:16,1993-12-26 00:34:55,Diploma in Fashion Design,2017-03-27 12:16:38,,
3837,239104,Bianca,Satriani,Strong interpersonal skills, Vendor Management,2023-06-11 00:40:01,1998-04-02 09:07:55,,,,
3838,88414,Antonello,Cociarelli,Strong negotiation and conflict resolution skills, Administration,2021-07-15 02:44:52,1999-02-27 21:42:44,,,,
3839,620566,Antonella,Cimarosa,Experience with risk assessment and mitigation strategies, Business Analytics,2016-01-09 01:43:30,2000-08-24 10:38:57,Certificate in Culinary Arts,2023-05-17 22:30:11,,
3840,855386,Lazzaro,Dossi,Ability to develop and execute social media strategies, Research and Innovation,2018-06-11 22:10:40,1996-10-14 21:28:29,,,,
3841,899263,Laura,Fibonacci,Knowledge of human resources policies and procedures, Supply Chain,2021-10-12 04:56:07,1996-03-04 02:35:20,Master of Education (MEd),2019-12-27 20:13:18,,
3842,318426,Michela,Ceschi,Ability to develop and implement training programs, Customer Success,2015-03-16 04:06:47,2001-11-18 08:36:47,,,,
3843,422083,Massimo,Broggini,Experience with quality assurance and control processes, Innovation,2018-03-09 12:50:22,2000-07-04 08:42:54,Certificate in Project Management,2023-05-14 08:34:04,,
3844,94750,Luchino,Bulzoni,Ability to conduct market forecasting and trend analysis, Vendor Management,2019-10-30 00:33:53,1998-10-06 18:17:56,Certificate in Graphic Design,2019-02-28 04:05:42,,
3845,979541,Raffaellino,Parisi,Proficient in Microsoft Office Suite, Supplier Relations,2022-03-31 19:19:21,1996-12-31 21:59:11,,,,
3846,85542,Chiara,Nicolucci,Experience with data modeling and database management, International Business,2021-07-06 12:59:03,2000-12-31 07:39:41,,,,
3847,746750,Diana,Vismara,Proficient in Microsoft Office Suite, Supply Chain,2018-03-14 00:35:05,1996-11-08 13:15:46,,,,
3848,591232,Beppe,Pizzo,Experience with process mapping and workflow analysis, Cybersecurity,2018-10-13 20:17:22,1997-10-05 10:18:34,Bachelor of Engineering (BE),2022-11-16 00:23:59,,
3849,772783,Enrico,Donati,Knowledge of software development methodologies, Online Community Management,2018-05-05 09:31:05,1995-02-03 12:49:21,Associate of Architecture (AArch),2015-08-27 13:47:25,,
3850,145285,Antonio,Tosi,Knowledge of talent acquisition and recruitment strategies, Supply Chain,2016-08-27 04:23:05,2002-01-15 20:15:05,Diploma in Electrical Engineering,2022-03-02 04:00:40,Philosophy,2030-01-08 20:15:05.602952
3851,515911,Elmo,Veneziano,Ability to manage and resolve conflicts, Data Science,2022-12-16 01:43:50,1998-02-14 13:31:44,Master of Computer Science (MCS),2019-05-19 17:22:15,Computer Science,2026-02-07 13:31:44.910574
3852,901716,Giuliano,Donati,"Strong understanding of IT service management frameworks (e.g., ITIL)", Innovation,2016-08-21 01:15:08,2000-09-30 18:48:34,Certificate in Web Development,2022-07-29 21:28:00,,
3853,839016,Giacomo,Ossola,Experience with content management systems (CMS), Communications,2021-08-31 10:16:31,1998-10-05 02:30:48,Bachelor of Arts (BA),2018-11-23 03:35:10,,
3854,878667,Calcedonio,Ziani,Ability to develop and execute social media strategies, Mobile App Development,2019-11-19 20:27:03,1995-06-21 12:31:00,,,,
3855,120886,Piermaria,Leopardi,Strong understanding of software testing methodologies, Internal Communications,2020-10-10 04:50:41,1995-08-02 08:00:36,Certificate in Graphic Design,2018-07-31 23:33:55,,
3856,259819,Carlo,Ottino,Knowledge of supply chain management principles, Quality Assurance,2019-05-28 21:31:21,1994-09-10 10:18:41,Master of Business Administration (MBA),2022-07-15 20:24:46,,
3857,851811,Bartolomeo,Fagiani,Ability to develop and implement diversity and inclusion initiatives, Workplace Culture,2015-06-12 17:10:05,1998-02-23 22:39:23,,,,
3858,288377,Piero,Monteverdi,Problem-solving and troubleshooting skills, Project Management,2019-10-26 01:14:56,1996-08-20 23:37:04,,,,
3859,166500,Pomponio,Turci,Strong understanding of change management principles, E-commerce,2018-12-25 08:07:46,2001-04-26 00:52:52,,,,
3860,623609,Benito,Faugno,Strong sales and negotiation skills, Incident Response,2018-02-11 04:41:18,2001-04-07 05:38:55,,,,
3861,30578,Sandra,Liverotti,Ability to identify and mitigate risks, Corporate Governance,2022-01-05 10:46:42,1994-06-15 21:18:15,,,,
3862,767663,Camillo,Leoncavallo,"Strong understanding of data privacy regulations (e.g., GDPR)", Event Management,2015-11-30 10:45:15,1997-02-13 03:08:11,Certificate in Web Development,2023-05-23 06:14:38,,
3863,193938,Rocco,Barzini,Knowledge of lean manufacturing principles, Workplace Culture,2018-07-11 03:25:21,1999-03-14 17:34:19,,,,
3864,757523,Fabio,Panzera,Ability to develop and execute social media strategies, Human Resources,2018-06-13 16:55:14,1997-04-28 19:14:04,,,,
3865,26821,Enzo,Pizziol,Analytical and critical thinking skills, Sales Enablement,2021-03-18 20:35:59,2001-12-01 22:38:35,Associate of Engineering (AE),2023-02-11 15:32:52,,
3866,631248,Annunziata,Stein,Ability to work with cross-functional teams, Business Intelligence,2021-11-13 09:16:42,2001-01-25 03:26:23,Diploma in Hospitality Management,2022-09-18 03:18:55,,
3867,382798,Mirco,Tamburello,Knowledge of industry-specific software or tools, Financial Planning and Analysis,2015-11-30 14:22:17,1994-09-14 07:50:06,Certificate in Web Development,2023-03-28 01:46:55,,
3868,13859,Laura,Agnesi,Ability to manage cross-functional projects, Software Testing,2021-09-12 13:17:23,2002-09-13 23:02:39,Bachelor of Business Administration (BBA),2023-04-24 02:40:41,,
3869,76474,Raffaele,Iannucci,Ability to develop and deliver effective presentations, Manufacturing Engineering,2018-04-26 06:54:22,1996-09-14 12:54:53,,,,
3870,433295,Valeria,Bompiani,Knowledge of financial modeling and forecasting techniques, Facilities Management,2021-01-09 09:01:32,2000-04-11 01:29:12,Bachelor of Architecture (BArch),2021-03-09 06:21:37,,
3871,104834,Graziella,Esposito,Knowledge of talent acquisition and recruitment strategies, Business Analytics,2022-05-21 10:03:52,2001-06-08 10:29:18,Bachelor of Computer Science (BCS),2022-03-12 08:33:09,,
3872,268463,Eraldo,Morpurgo,Knowledge of regulatory requirements and compliance, Compliance,2021-06-13 14:34:12,1999-12-27 21:09:58,Certificate in Digital Marketing,2021-08-19 06:19:03,,
3873,395876,Pasqual,Cocci,Strong understanding of software testing methodologies, Online Community Management,2020-03-13 12:33:21,1994-12-21 23:16:16,Diploma in Early Childhood Education,2017-05-25 14:54:23,,
3874,17956,Eleanora,Corradi,Analytical and critical thinking skills, Event Management,2016-08-21 09:17:38,2000-11-29 21:09:44,,,,
3875,225790,Pina,Musatti,"Technical expertise in a specific area (e.g., programming languages, engineering software)", Cybersecurity,2018-12-05 02:27:51,1996-09-11 18:00:45,Master of Architecture (MArch),2021-02-13 18:33:34,,
3876,957281,Greco,Boldù,Project management skills, Tax,2020-05-06 19:26:51,1997-06-28 02:36:43,,,,
3877,232882,Lazzaro,Ceri,Problem-solving and troubleshooting skills, Employee Relations,2021-12-11 01:34:35,2002-06-06 09:06:28,,,,
3878,507224,Romolo,Barsanti,Experience with product lifecycle management, Sustainability,2015-05-27 19:58:36,2001-04-07 15:00:36,Associate of Business Administration (ABA),2022-05-09 17:37:36,,
3879,912765,Lina,Sagredo,Proficient in project management methodologies, Project Management,2016-12-04 23:51:02,1994-10-02 02:05:27,,,,
3880,409351,Dario,Ciani,Knowledge of agile software development methodologies, Change Management,2017-04-19 04:57:26,1997-08-08 03:46:08,,,,
3881,237779,Iolanda,Anastasi,Ability to manage and resolve conflicts, Talent Management,2015-03-10 16:37:36,1997-07-10 17:18:12,Certificate in Graphic Design,2021-04-18 09:50:36,Biology,2025-07-03 17:18:12.509526
3882,561935,Marco,Giolitti,Ability to conduct market segmentation and targeting, Communications,2022-10-10 03:26:52,2000-10-06 10:14:13,,,,
3883,529463,Lucia,Ariosto,Experience with customer relationship management (CRM) systems, Logistics,2020-06-06 00:09:10,1996-12-12 09:18:35,Diploma in Electrical Engineering,2022-04-19 22:47:32,,
3884,80855,Michela,Bernardi,Experience with quality assurance and control processes, Social Media Management,2018-09-16 12:41:06,2000-06-14 20:46:06,Associate of Social Work (ASW),2021-12-25 00:50:11,,
3885,294896,Federigo,Fittipaldi,Proficient in Microsoft Office Suite, Online Community Management,2021-04-25 06:39:29,1996-07-26 07:40:49,Doctor of Philosophy (PhD),2021-10-15 14:52:53,,
3886,227555,Ruggiero,Ficino,Experience with budget management, Talent Acquisition,2020-05-06 13:53:11,2000-01-05 10:42:39,,,,
3887,822945,Giulietta,Guarana,Knowledge of financial principles and practices, Talent Acquisition,2023-06-01 01:40:13,1996-04-13 03:08:33,Diploma in Early Childhood Education,2022-04-02 22:35:58,,
3888,309025,Sante,Abatantuono,Strong interpersonal skills, Design,2016-06-20 15:21:22,2001-06-07 01:38:57,,,,
3889,608261,Renata,Simeoni,Analytical and critical thinking skills, Engineering Design,2019-10-12 01:39:19,1997-06-21 13:34:11,Master of Social Work (MSW),2018-09-19 11:40:31,,
3890,753522,Flavia,Vitturi,Experience with content management systems (CMS), Claims and Insurance,2015-09-08 22:03:54,1994-06-24 09:01:07,Associate of Architecture (AArch),2022-06-03 13:05:01,,
3891,50508,Raffaele,Meucci,Knowledge of financial principles and practices, Sales Operations,2015-05-13 20:09:34,1998-02-18 14:32:18,Bachelor of Arts (BA),2022-04-13 15:59:53,,
3892,218082,Annalisa,Bonatti,Strong financial analysis and forecasting skills, Manufacturing Engineering,2019-11-06 05:50:30,2002-02-22 18:52:43,Bachelor of Science (BS),2023-02-14 21:17:02,Psychology,2030-02-15 18:52:43.751009
3893,240735,Greca,Lucchesi,Analytical and critical thinking skills, Talent Acquisition,2023-01-29 01:19:16,2002-04-03 06:20:28,Associate of Social Work (ASW),2023-01-05 00:29:28,,
3894,625838,Maria,Soderini,Experience with ERP systems and implementation, Warehouse and Distribution,2021-04-19 13:50:09,1993-10-31 11:39:03,Doctor of Pharmacy (PharmD),2021-11-17 14:06:05,Environmental Science,2023-07-14 04:34:46.000000
3895,683789,Giuliana,Offredi,Experience with customer experience (CX) design and optimization, Event Management,2015-12-09 06:18:11,1995-10-16 13:31:17,,,,
3896,861284,Stella,Saffi,Proficient in project management methodologies, Content Creation,2018-01-26 23:08:09,1999-02-28 04:25:46,Certificate in Web Development,2023-04-14 06:52:44,,
3897,33919,Gianluigi,Callegaro,Experience with data governance and compliance frameworks, Finance,2016-10-28 06:49:41,1998-01-18 22:37:11,,,,
3898,391501,Federigo,Scandone,Knowledge of financial modeling and forecasting techniques, Cloud Services,2018-04-30 12:19:43,1997-10-07 18:21:46,Master of Arts (MA),2022-03-07 18:26:01,,
3899,142242,Damiano,Ceravolo,Strong written and verbal communication skills, Facilities Planning,2015-07-18 13:31:09,1997-12-04 10:16:12,,,,
3900,849351,Antonia,Ferretti,Knowledge of social media platforms and marketing techniques, Network Operations,2017-07-16 04:40:53,1999-02-17 18:57:41,Bachelor of Education (BEd),2020-12-04 13:15:32,Physics,2027-02-10 18:57:41.175416
3901,928342,Lilla,Pertini,Attention to detail and accuracy, Corporate Development,2015-12-13 17:30:37,1996-07-10 06:13:56,Associate of Architecture (AArch),2021-11-13 03:52:14,,
3902,463770,Ivo,Bembo,Ability to interpret and analyze financial statements, Talent Management,2016-02-23 05:31:01,2000-03-28 23:41:20,Master of Science (MS),2021-03-16 06:14:47,,
3903,627351,Gianluigi,Praga,Strong understanding of software testing methodologies, Competitive Intelligence,2018-11-19 14:44:06,2002-01-04 11:47:43,Diploma in Fashion Design,2022-05-04 21:47:36,,
3904,415380,Silvio,Cesaroni,Experience with content management systems (CMS), Graphic Design,2019-01-01 13:54:37,1998-03-01 20:54:43,,,,
3905,851699,Ricciotti,Roncalli,Ability to conduct competitive intelligence and analysis, Strategic Partnerships,2021-09-08 04:44:25,1996-11-19 13:46:54,Associate of Science (AS),2017-06-02 20:42:35,Sociology,2024-11-12 13:46:54.102501
3906,846179,Vincenzo,Salieri,Strong understanding of software testing methodologies, E-commerce,2020-05-03 19:01:34,2002-02-06 17:19:53,,,,
3907,262839,Giuliana,Scotto,Attention to detail and accuracy, Operations,2016-02-05 13:53:46,1995-07-11 01:16:13,Certificate in Project Management,2019-08-18 11:03:46,,
3908,520228,Michela,Gotti,Bachelor's degree in a relevant field, Customer Service,2019-04-02 12:59:00,2002-02-06 23:48:26,,,,
3909,743036,Mirco,Segrè,Team player with strong collaboration abilities, Sales Enablement,2015-03-21 20:21:55,2001-04-23 08:22:12,,,,
3910,902887,Rosina,Albertini,Experience with data privacy and security measures, Compensation and Benefits,2019-11-18 02:40:47,1997-05-04 12:17:57,Certificate in Project Management,2020-02-26 02:06:24,,
3911,177154,Sebastiano,Vattimo,Ability to meet deadlines, Corporate Development,2019-01-04 16:33:16,1995-09-14 15:59:46,Master of Business Administration (MBA),2023-03-23 22:39:02,,
3912,175107,Giada,Crispi,Ability to interpret and analyze financial statements, Software Testing,2022-10-20 08:27:23,1999-12-14 02:59:48,,,,
3913,135258,Camilla,Garobbio,Strong understanding of data visualization techniques, Corporate Training,2016-01-23 19:28:17,2002-08-15 20:39:25,,,,
3914,952716,Pierangelo,Bianchini,Team player with strong collaboration abilities, Customer Service,2021-09-06 04:54:59,1999-06-29 14:35:35,,,,
3915,20834,Gianluigi,Saracino,Ability to conduct competitive intelligence and analysis, E-commerce,2021-10-21 19:35:54,1995-04-17 04:13:16,Master of Computer Science (MCS),2019-07-24 15:56:17,,
3916,51404,Piero,Niggli,Ability to develop and maintain vendor relationships, Business Analytics,2019-01-02 06:41:32,1994-03-28 10:01:35,Associate of Architecture (AArch),2022-12-26 04:22:29,,
3917,771881,Vincentio,Goldoni,Experience with supply chain optimization and logistics, Compliance,2015-08-05 08:56:33,1994-04-25 13:13:34,,,,
3918,507825,Gustavo,Filzi,Proficient in project management methodologies, Customer Success,2020-06-23 14:46:26,1996-01-09 13:19:04,Doctor of Medicine (MD),2017-08-12 01:11:40,English Literature,2024-01-02 13:19:04.854098
3919,239817,Stefano,Agostinelli,Experience with budget management, Intellectual Property,2015-06-12 06:07:13,2001-02-27 13:14:22,Associate of Engineering (AE),2022-12-02 13:07:13,,
3920,775131,Leonardo,Monteverdi,Ability to manage cross-functional projects, Financial Planning and Analysis,2019-02-20 11:55:35,1999-12-18 16:47:34,Bachelor of Science (BS),2020-07-15 21:25:54,,
3921,887890,Severino,Fiorucci,Attention to detail and accuracy, Communications,2015-11-27 01:46:54,1994-09-19 18:03:44,Master of Arts (MA),2016-12-20 21:22:37,,
3922,13140,Ornella,Salvo,Strong understanding of data visualization techniques, Outsourcing,2015-02-11 04:35:34,1995-04-09 00:34:06,Associate of Social Work (ASW),2017-02-19 07:59:23,,
3923,732780,Oreste,Tornatore,Team player with strong collaboration abilities, Operations,2018-12-22 08:09:17,1999-10-19 06:14:52,Master of Science (MS),2021-12-02 08:43:23,,
3924,332762,Fernanda,Bodoni,Experience with customer service management tools, Market Research,2020-10-20 01:58:24,1996-08-31 01:10:56,,,,
3925,95812,Adelmo,Battelli,Experience with supply chain optimization and logistics, Facilities Planning,2017-03-03 15:18:24,2000-06-01 18:48:47,,,,
3926,46210,Irma,Staglieno,Bachelor's degree in a relevant field, IT,2022-12-15 22:50:49,1996-03-06 12:34:51,,,,
3927,992604,Maria,Baresi,Creative thinking and innovation, Strategic Planning,2020-01-20 05:05:57,1994-12-12 17:31:52,,,,
3928,397103,Marcantonio,Jacuzzi,Knowledge of financial modeling and forecasting techniques, Training and Development,2019-12-12 23:59:43,1994-03-30 15:55:18,,,,
3929,371731,Roman,Pascarella,Experience with e-commerce platforms and technologies, Tax,2017-11-28 21:46:51,1999-03-09 02:11:51,Associate of Nursing (AN),2023-06-23 09:22:40,,
3930,69899,Livio,Sagese,Knowledge of software development methodologies, Health and Safety,2017-01-02 08:06:01,1996-04-20 23:42:44,,,,
3931,492957,Concetta,Druso,Adaptability and flexibility, Marketing,2019-09-23 15:14:25,1998-04-04 06:56:05,Associate of Nursing (AN),2023-05-06 00:50:14,,
3932,558006,Concetta,Pavanello,Ability to develop and implement strategic plans, Outsourcing,2021-09-17 20:47:20,2001-08-28 01:18:38,,,,
3933,543027,Giulio,Foletti,Experience with product lifecycle management, Market Research,2021-10-13 10:23:26,1995-11-18 05:07:35,,,,
3934,107887,Azeglio,Borromini,Ability to develop and implement diversity and inclusion initiatives, Corporate Training,2016-06-08 16:17:10,1996-08-21 16:38:22,,,,
3935,538318,Ida,Cipolla,Ability to identify and mitigate risks, Product Marketing,2022-11-02 09:57:20,1997-04-18 21:04:11,Associate of Computer Science (ACS),2022-05-17 06:13:22,,
3936,967277,Enzo,Ungaretti,Ability to conduct market research and analysis, Facilities Planning,2015-05-14 13:44:19,1995-10-31 17:58:09,Associate of Engineering (AE),2016-07-01 19:23:04,,
3937,8450,Bernardo,Cesarotti,Strong financial analysis and forecasting skills, Change Management,2015-03-02 07:14:28,1994-12-03 17:51:00,,,,
3938,115336,Rembrandt,Trupiano,Strong attention to quality and accuracy, Warehouse and Distribution,2017-04-23 21:09:54,1998-04-30 05:20:32,,,,
3939,18574,Elladio,Bajardi,Experience with process mapping and workflow analysis, Workplace Culture,2016-01-04 14:42:04,1995-11-29 06:01:56,Doctor of Pharmacy (PharmD),2022-05-28 20:25:01,Mathematics,2023-11-22 06:01:56.970599
3940,696766,Olga,Filangieri,"Strong understanding of data privacy regulations (e.g., GDPR)", Change Management,2018-04-01 15:45:41,1997-11-09 23:17:14,,,,
3941,525116,Riccardo,Bandello,Excellent problem-solving abilities, Digital Marketing,2021-08-06 00:34:44,2000-11-03 11:14:40,,,,
3942,101222,Paride,Serlupi,Strong understanding of data governance and data quality management, Administration,2022-06-16 03:35:30,1998-12-12 19:31:25,Bachelor of Business Administration (BBA),2021-02-19 09:00:22,,
3943,579835,Agnolo,Canil,Strong financial analysis and forecasting skills, Human Resources,2018-07-22 15:03:07,2002-06-25 09:54:30,,,,
3944,76130,Greco,Pometta,Experience with data privacy and security measures, Strategic Partnerships,2023-05-19 22:25:56,1993-08-05 11:22:36,,,,
3945,17657,Osvaldo,Borroni,Ability to work in a fast-paced environment, Strategic Partnerships,2016-04-13 15:13:48,1998-03-13 06:54:21,,,,
3946,353156,Giovanna,Alfonsi,Knowledge of market trends and competitive analysis, Web Development,2021-12-25 12:32:20,1997-12-02 03:29:09,,,,
3947,209737,Temistocle,Pelli,"Strong understanding of IT service management frameworks (e.g., ITIL)", E-commerce,2019-12-14 19:39:06,2001-03-16 00:47:30,Certificate in Digital Marketing,2021-12-27 04:51:59,English Literature,2029-03-09 00:47:30.811085
3948,648504,Temistocle,Gori,Adaptability and flexibility, Communications,2016-07-06 15:37:52,1999-03-02 20:30:31,Diploma in Early Childhood Education,2022-11-06 19:34:09,,
3949,661615,Piermaria,Curiel,Knowledge of regulatory requirements and compliance, Employee Relations,2016-10-02 09:47:32,1997-04-20 01:50:09,Master of Education (MEd),2018-09-20 04:28:09,,
3950,394350,Olga,Padovano,Adaptability and flexibility, Finance,2021-02-12 06:16:14,1998-08-05 23:16:48,Associate of Social Work (ASW),2021-08-07 09:58:37,,
3951,228651,Giancarlo,Vezzali,"Strong understanding of data privacy regulations (e.g., GDPR)", Risk Management,2016-10-25 08:46:30,1996-01-09 03:52:19,Certificate in Digital Marketing,2022-03-05 05:04:36,,
3952,705862,Raffaellino,Smirnoff,Experience with budget management, Compliance,2019-03-31 15:43:15,1997-05-08 05:20:48,,,,
3953,27183,Michela,Petrassi,Ability to develop and implement training programs, Software Testing,2022-09-19 18:55:48,2001-04-06 02:21:46,Master of Social Work (MSW),2022-09-18 07:46:41,,
3954,102709,Benedetto,Caruso,Ability to manage and resolve conflicts, Corporate Communications,2016-01-22 05:11:13,2002-09-09 14:52:09,,,,
3955,771310,Rossana,Vismara,Ability to conduct competitive intelligence and analysis, Vendor Management,2021-01-07 04:58:41,1997-07-15 20:08:58,,,,
3956,287373,Nico,Paolini,Ability to work under pressure, Claims and Insurance,2019-09-17 10:06:46,1999-02-17 17:28:52,Master of Science (MS),2023-05-10 15:19:56,,
3957,131335,Pomponio,Passalacqua,Bachelor's degree in a relevant field, Data Management,2015-05-09 12:04:20,1995-08-27 05:39:47,Bachelor of Computer Science (BCS),2017-08-19 07:40:11,,
3958,952702,Tonia,Stoppani,Strong understanding of inventory management principles, Social Media Management,2016-07-19 10:20:17,2002-11-03 07:45:05,Bachelor of Computer Science (BCS),2023-06-29 07:59:45,,
3959,786371,Adelmo,Vasari,Ability to conduct market forecasting and trend analysis, Strategic Partnerships,2016-02-10 07:44:27,1995-08-29 20:26:42,,,,
3960,944657,Ivo,Caracciolo,Ability to manage product launches and releases, Outsourcing,2021-05-09 15:01:25,2000-11-12 18:25:38,Associate of Business Administration (ABA),2022-07-21 15:38:47,,
3961,868004,Ronaldo,Bompiani,Strong understanding of change control and configuration management, IT,2023-01-08 06:50:52,2001-05-06 16:52:10,Doctor of Law (JD),2022-03-21 10:04:54,,
3962,674791,Enzo,Ginesio,Experience with supply chain optimization and logistics, Sales Enablement,2016-07-31 15:36:44,2000-01-30 13:57:33,,,,
